ENA|VUNM01000021|VUNM01000021.1,0,43741,UniRef50_UPI000F7AA79D,33683,36212	ENA|VUNM01000021|VUNM01000021.1,0,43741,UniRef50_UPI000F7AA79D,33683,36212
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918941.45914,0,32973,UniRef50_A0A173SPI3,24310,28099
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ913798.74402,0,78731,UniRef50_A0A173SPI3,46855,50644
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ987153.68796,0,68572,UniRef50_A0A173SPI3,36361,40150
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ902466.11,0,66827,UniRef50_A0A173SPI3,26894,30683
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OWAH01000214|OWAH01000214.1,9721,66148,UniRef50_A0A173SPI3,21749,25538
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OLNR01000691|OLNR01000691.1,0,25636,UniRef50_A0A173SPI3,5543,9332
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ824534.1563,0,22727,UniRef50_A0A173SPI3,14497,18286
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ827443.2143,0,19931,UniRef50_A0A173SPI3,1835,5624
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ477196.203-NODE-203-length-66493-cov-5.54388,0,66493,UniRef50_A0A173SPI3,36298,40087
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|UMIN01025446|UMIN01025446.1,0,59281,UniRef50_A0A173SPI3,27028,30817
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0257038_100425,0,61349,UniRef50_A0A173SPI3,26389,30178
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OWGD01000380|OWGD01000380.1,0,68750,UniRef50_A0A173SPI3,36242,40031
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OGYI01000255|OGYI01000255.1,0,57018,UniRef50_A0A173SPI3,2994,6783
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OGCQ01000130|OGCQ01000130.1,0,114477,UniRef50_A0A173SPI3,36903,40692
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|UMLG01025457|UMLG01025457.1,0,44110,UniRef50_A0A173SPI3,13272,17061
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OQPT01000287-OQPT01000287.1-human-gut-metagenome-genome-assembly--contig:-NODE-287-length-39551-cov-11.643812,0,39551,UniRef50_A0A173SPI3,25199,28988
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ964542.57589,0,46650,UniRef50_A0A173SPI3,33821,37610
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	NZ_VVXL01000020.1,0,59374,UniRef50_A0A173SPI3,36393,40182
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ973407.16,0,50228,UniRef50_A0A173SPI3,30849,34638
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OWPV01000198-OWPV01000198.1-human-gut-metagenome-genome-assembly--contig:-NODE-198-length-76924-cov-4.945401,103,68152,UniRef50_A0A173SPI3,50380,54169
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OPAH01000236-OPAH01000236.1-human-gut-metagenome-genome-assembly--contig:-NODE-236-length-46470-cov-17.416611,0,46470,UniRef50_A0A173SPI3,28942,32731
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ909667.6378,0,46974,UniRef50_A0A173SPI3,29233,33022
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ935103.2,0,99313,UniRef50_A0A173SPI3,7370,11159
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ946235.2,0,99313,UniRef50_A0A173SPI3,7370,11159
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OPVF01000091-OPVF01000091.1-human-gut-metagenome-genome-assembly--contig:-NODE-91-length-68731-cov-10.063312,0,68731,UniRef50_A0A173SPI3,36411,40200
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918215.46244,0,77001,UniRef50_A0A173SPI3,36481,40270
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|UMEZ01068456|UMEZ01068456.1,0,44538,UniRef50_A0A173SPI3,8821,12895
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ986946.14136,0,73955,UniRef50_A0A173SPI3,33805,37594
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ986971.51719,0,74385,UniRef50_A0A173SPI3,34235,38024
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|QZMJ01000159|QZMJ01000159.1,0,47474,UniRef50_A0A173SPI3,31630,35419
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OIDS01000246-OIDS01000246.1-human-gut-metagenome-genome-assembly--contig:-NODE-246-length-33689-cov-4.737082,0,33689,UniRef50_A0A173SPI3,4073,7862
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OQPN01000384-OQPN01000384.1-human-gut-metagenome-genome-assembly--contig:-NODE-384-length-34187-cov-8.353861,0,34187,UniRef50_A0A173SPI3,18970,22759
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0242768_100585,8146,48010,UniRef50_A0A173SPI3,11459,15248
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918010.47274,0,42176,UniRef50_A0A173SPI3,26064,29853
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|QZMH01000242|QZMH01000242.1,0,73423,UniRef50_A0A173SPI3,33020,36809
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918336.5058,0,53943,UniRef50_A0A173SPI3,36261,40050
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ913766.10336,0,42525,UniRef50_A0A173SPI3,28599,32388
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918082.3288,0,69828,UniRef50_A0A173SPI3,36329,40118
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ827450.330,0,65127,UniRef50_A0A173SPI3,45453,49242
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0245132_100142,34094,116002,UniRef50_A0A173SPI3,98278,102067
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ915400.60692,0,19576,UniRef50_A0A173SPI3,9011,12800
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0243981_1001411,0,22972,UniRef50_A0A173SPI3,12937,16726
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ839594.8,0,66132,UniRef50_A0A173SPI3,36358,40147
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OQKH01000133|OQKH01000133.1,0,68979,UniRef50_A0A173SPI3,29056,32845
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OLOX01000475-OLOX01000475.1-human-gut-metagenome-genome-assembly--contig:-NODE-475-length-42179-cov-4.352246,0,42179,UniRef50_A0A173SPI3,29767,33556
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ919147.17798,0,68915,UniRef50_A0A173SPI3,28728,32517
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ919110.10439,28721,139819,UniRef50_A0A173SPI3,85851,89640
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0245200_100070,71893,181534,UniRef50_A0A173SPI3,140985,144774
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OAUV01000491|OAUV01000491.1,0,40395,UniRef50_A0A173SPI3,7159,10948
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0245322_100207,0,88879,UniRef50_A0A173SPI3,70401,74190
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ857675.1994,0,21245,UniRef50_A0A173SPI3,11637,15426
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ913747.29475,0,39642,UniRef50_A0A173SPI3,9020,13094
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OLPD01000115-OLPD01000115.1-human-gut-metagenome-genome-assembly--contig:-NODE-115-length-73526-cov-131.976426,0,73526,UniRef50_A0A173SPI3,36357,40146
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|QWCY01000755|QWCY01000755.1,0,51377,UniRef50_A0A173SPI3,13440,17229
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ824738.353,0,73853,UniRef50_A0A173SPI3,67974,71763
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0243817_1000111,8966,143067,UniRef50_A0A173SPI3,87824,91613
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ824590.769,0,36887,UniRef50_A0A173SPI3,24172,27961
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OUNN01000371|OUNN01000371.1,0,40385,UniRef50_A0A173SPI3,4983,8772
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0243861_100202,0,99678,UniRef50_A0A173SPI3,88469,92258
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-ORVE01000194-ORVE01000194.1-human-gut-metagenome-genome-assembly--contig:-NODE-194-length-63799-cov-3.936308,0,63799,UniRef50_A0A173SPI3,23840,27629
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OMNT01000514-OMNT01000514.1-human-gut-metagenome-genome-assembly--contig:-NODE-514-length-40989-cov-4.648776,0,40989,UniRef50_A0A173SPI3,24835,28624
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0134506_100045,0,73743,UniRef50_A0A173SPI3,36241,40030
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918213.21329,0,47853,UniRef50_A0A173SPI3,34975,38764
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918045.70620,0,59326,UniRef50_A0A173SPI3,31578,35367
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OLRY01000335-OLRY01000335.1-human-gut-metagenome-genome-assembly--contig:-NODE-335-length-64355-cov-7.071446,0,64355,UniRef50_A0A173SPI3,27288,31077
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OLRQ01000231|OLRQ01000231.1,0,54011,UniRef50_A0A173SPI3,36268,40057
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ894232.359,0,54023,UniRef50_A0A173SPI3,36279,40068
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0243844_100652,0,52700,UniRef50_A0A173SPI3,13895,17684
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|UMCH01090968|UMCH01090968.1,0,42748,UniRef50_A0A173SPI3,27016,30805
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918208.104371,0,35797,UniRef50_A0A173SPI3,8960,12749
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ913433.41203,0,54087,UniRef50_A0A173SPI3,36499,40288
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ920127.56867,0,57488,UniRef50_A0A173SPI3,26796,30585
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ986977.1127,0,62056,UniRef50_A0A173SPI3,24704,28493
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0243858_100551,0,49220,UniRef50_A0A173SPI3,25965,29754
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ917951.38762,0,50166,UniRef50_A0A173SPI3,33426,37215
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|UZIJ01000592|UZIJ01000592.1,0,24515,UniRef50_A0A173SPI3,7128,10917
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0243857_100122,0,118033,UniRef50_A0A173SPI3,26065,29854
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ910690.19746,0,64435,UniRef50_A0A173SPI3,33358,37147
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ909751.9072,0,54086,UniRef50_A0A173SPI3,36431,40220
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ919532.7344,0,66223,UniRef50_A0A173SPI3,33407,37196
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ857767.555,0,49634,UniRef50_A0A173SPI3,19170,22959
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA-OPRB01000172-OPRB01000172.1-human-gut-metagenome-genome-assembly--contig:-NODE-172-length-68340-cov-6.610603,0,68340,UniRef50_A0A173SPI3,36350,40139
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ910765.42457,0,66072,UniRef50_A0A173SPI3,25879,29668
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|UPCV01000285|UPCV01000285.1,0,40776,UniRef50_A0A173SPI3,10473,14262
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918471.47418,0,87295,UniRef50_A0A173SPI3,38326,42115
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ827518.1043,0,31057,UniRef50_A0A173SPI3,14853,18642
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ917179.21616,1310,31521,UniRef50_A0A173SPI3,3877,7666
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OGOG01000876|OGOG01000876.1,5214,32141,UniRef50_A0A173SPI3,19171,22960
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ910668.72380,0,37288,UniRef50_A0A173SPI3,8727,12516
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ986807.34894,0,62564,UniRef50_A0A173SPI3,25196,28985
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0243860_100214,0,99601,UniRef50_A0A173SPI3,88394,92183
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0243738_1000575,0,51722,UniRef50_A0A173SPI3,16384,20173
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0242840_100594,0,40110,UniRef50_A0A173SPI3,7203,10992
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918712.60316,0,55113,UniRef50_A0A173SPI3,22056,25845
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ917263.24843,0,63549,UniRef50_A0A173SPI3,23290,27079
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918349.31545,0,67108,UniRef50_A0A173SPI3,17797,21586
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ918249.37350,9807,78165,UniRef50_A0A173SPI3,23761,27550
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|UMIG01016045|UMIG01016045.1,0,52083,UniRef50_A0A173SPI3,26835,30624
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OQLG01000163|OQLG01000163.1,0,73260,UniRef50_A0A173SPI3,33337,37126
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|SKER01000497|SKER01000497.1,0,45203,UniRef50_A0A173SPI3,8945,12734
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|UYCV01000050|UYCV01000050.1,32422,119104,UniRef50_A0A173SPI3,79169,82958
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ914811.32383,0,41258,UniRef50_A0A173SPI3,26736,30525
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|QWCK01000801|QWCK01000801.1,0,59571,UniRef50_A0A173SPI3,21797,25586
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|UMLO01024422|UMLO01024422.1,0,69473,UniRef50_A0A173SPI3,29284,33358
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|OBWW01000319|OBWW01000319.1,0,43545,UniRef50_A0A173SPI3,11636,15425
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ916368.23278,0,53618,UniRef50_A0A173SPI3,36383,40172
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ919715.71370,0,85114,UniRef50_A0A173SPI3,74765,78554
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ERZ944876.6,0,82499,UniRef50_A0A173SPI3,71340,75129
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	Ga0245326_100381,0,41260,UniRef50_A0A173SPI3,117,3906
ENA|ORWH01000488|ORWH01000488.1,0,29094,UniRef50_A0A173SPI3,7876,11950	ENA|UMFM01048478|UMFM01048478.1,0,38461,UniRef50_A0A173SPI3,25677,29466
ENA|QHWB01000042|QHWB01000042.1,103032,167022,UniRef50_A0A2H6ALB2,163908,166041	ENA|QHWB01000042|QHWB01000042.1,103032,167022,UniRef50_A0A2H6ALB2,163908,166041
ENA|UYIL01000003|UYIL01000003.1,0,135821,UniRef50_A0A094IFR2,131154,133176	ENA|UYIL01000003|UYIL01000003.1,0,135821,UniRef50_A0A094IFR2,131154,133176
ENA|PZQU01000768|PZQU01000768.1,7032,121871,UniRef50_A0A0K6GF30,12947,15053	ENA|PZQU01000768|PZQU01000768.1,7032,121871,UniRef50_A0A0K6GF30,12947,15053
ERZ1026820.95,0,77617,UniRef50_A0A433SDG2,76415,76778	ERZ1026820.95,0,77617,UniRef50_A0A433SDG2,76415,76778
NZ_PNEC01000013.1,0,78456,UniRef50_A0A3G3IKC4,39003,43476	NZ_PNEC01000013.1,0,78456,UniRef50_A0A3G3IKC4,39003,43476
NC_033796.1,54307175,54414949,UniRef50_A0A136K614,54384964,54387292	NC_033796.1,54307175,54414949,UniRef50_A0A136K614,54384964,54387292
NC_033796.1,87063080,87222080,UniRef50_C0FXH5,87198912,87200937	NC_033796.1,87063080,87222080,UniRef50_C0FXH5,87198912,87200937
ENA|MJGA01000017|MJGA01000017.1,630045,734892,UniRef50_A0A0K6GF30,662520,664593	ENA|MJGA01000017|MJGA01000017.1,630045,734892,UniRef50_A0A0K6GF30,662520,664593
ENA|UZNV01000045|UZNV01000045.1,103990,156153,UniRef50_S0FEG1,151635,156150	ENA|UZNV01000045|UZNV01000045.1,103990,156153,UniRef50_S0FEG1,151635,156150
ENA|UPOS01001021|UPOS01001021.1,0,23920,UniRef50_A0A134C5X2,9501,12696	ENA|UPOS01001021|UPOS01001021.1,0,23920,UniRef50_A0A134C5X2,9501,12696
ENA|UPOS01001021|UPOS01001021.1,0,23920,UniRef50_A0A134C5X2,9501,12696	Ga0113871_100397,0,17075,UniRef50_A0A134C5X2,9175,12370
ENA|UPOS01001021|UPOS01001021.1,0,23920,UniRef50_A0A134C5X2,9501,12696	NODE-2296-length-8301-cov-210.148,0,8301,UniRef50_A0A134C5X2,1488,4683
ENA|UPOS01001021|UPOS01001021.1,0,23920,UniRef50_A0A134C5X2,9501,12696	ENA-OGRZ01000053-OGRZ01000053.1-human-gut-metagenome-genome-assembly--contig:-NODE-53-length-100002-cov-110.008,46006,96278,UniRef50_A0A134C5X2,80804,83999
ENA|UPOS01001021|UPOS01001021.1,0,23920,UniRef50_A0A134C5X2,9501,12696	ENA|PVML01017551|PVML01017551.1,0,14579,UniRef50_A0A134C5X2,7575,10770
ENA|VDFQ02000005|VDFQ02000005.1,250262,388586,UniRef50_A0A140GR79,385352,387545	ENA|VDFQ02000005|VDFQ02000005.1,250262,388586,UniRef50_A0A140GR79,385352,387545
ENA|NBIV01000057|NBIV01000057.1,183016,375022,UniRef50_A0A0K6GF30,284926,287722	ENA|NBIV01000057|NBIV01000057.1,183016,375022,UniRef50_A0A0K6GF30,284926,287722
ENA|QXWY01000007|QXWY01000007.1,0,66148,UniRef50_A0A140GR79,8814,11127	ENA|QXWY01000007|QXWY01000007.1,0,66148,UniRef50_A0A140GR79,8814,11127
NZ_NIUC01000004.1,0,139773,UniRef50_A0A1Y3A092,71420,73580	NZ_NIUC01000004.1,0,139773,UniRef50_A0A1Y3A092,71420,73580
ERZ937036.91741,0,6634,UniRef50_A0A2H1XR21,371,3755	ERZ937036.91741,0,6634,UniRef50_A0A2H1XR21,371,3755
ENA-ORXB01000161-ORXB01000161.1-sediment-metagenome-genome-assembly--contig:-NODE-161-length-166135-cov-73.335654,0,166135,UniRef50_A0A1M6BQU8,17452,20518	ENA-ORXB01000161-ORXB01000161.1-sediment-metagenome-genome-assembly--contig:-NODE-161-length-166135-cov-73.335654,0,166135,UniRef50_A0A1M6BQU8,17452,20518
ENA-ORXB01000161-ORXB01000161.1-sediment-metagenome-genome-assembly--contig:-NODE-161-length-166135-cov-73.335654,0,166135,UniRef50_A0A1M6BQU8,17452,20518	ENA|ORXP01000145|ORXP01000145.1,0,168059,UniRef50_A0A1M6BQU8,17452,20518
ERZ941843.3538,0,91881,UniRef50_A0A316RPF6,76223,80381	ERZ941843.3538,0,91881,UniRef50_A0A316RPF6,76223,80381
ERZ941843.3538,0,91881,UniRef50_A0A316RPF6,76223,80381	ENA|OFMA01001381|OFMA01001381.1,0,15951,UniRef50_A0A316RPF6,516,4674
ERZ916264.111872,0,37655,UniRef50_A0A5B9DB16,17094,19347	ERZ916264.111872,0,37655,UniRef50_A0A5B9DB16,17094,19347
NZ_CP022385.1,2058102,2152632,UniRef50_A0A1G7DPY2,2145845,2150126	NZ_CP022385.1,2058102,2152632,UniRef50_A0A1G7DPY2,2145845,2150126
Ga0272448_1000587,0,52458,UniRef50_D5BR51,35687,38774	Ga0272448_1000587,0,52458,UniRef50_D5BR51,35687,38774
ERZ936280.5,0,108043,UniRef50_A0A316RPF6,94737,98862	ERZ936280.5,0,108043,UniRef50_A0A316RPF6,94737,98862
ERZ936280.5,0,108043,UniRef50_A0A316RPF6,94737,98862	ENA|UMDT01026903|UMDT01026903.1,0,12773,UniRef50_A0A316RPF6,4000,8116
ERZ936280.5,0,108043,UniRef50_A0A316RPF6,94737,98862	ENA-OLSG01000508-OLSG01000508.1-human-gut-metagenome-genome-assembly--contig:-NODE-508-length-48925-cov-3.204952,0,43317,UniRef50_A0A316RPF6,13245,16797
ERZ936280.5,0,108043,UniRef50_A0A316RPF6,94737,98862	ENA-ORUQ01000126-ORUQ01000126.1-human-gut-metagenome-genome-assembly--contig:-NODE-126-length-83966-cov-5.342124,0,83966,UniRef50_A0A316RPF6,3849,7965
ERZ936280.5,0,108043,UniRef50_A0A316RPF6,94737,98862	ENA|OUOV01000268|OUOV01000268.1,0,33909,UniRef50_A0A316RPF6,9629,13700
ERZ936280.5,0,108043,UniRef50_A0A316RPF6,94737,98862	Ga0243875_1001868,0,19619,UniRef50_A0A316RPF6,6043,10168
ERZ942414.9236,0,65404,UniRef50_J0DFD8,144,4311	ERZ942414.9236,0,65404,UniRef50_J0DFD8,144,4311
ENA|QSBZ01000007|QSBZ01000007.1,0,68847,UniRef50_UPI000E558302,36,2205	ENA|QSBZ01000007|QSBZ01000007.1,0,68847,UniRef50_UPI000E558302,36,2205
ERZ920360.11689,0,87734,UniRef50_A0A396Q7C4,27243,28455	ERZ920360.11689,0,87734,UniRef50_A0A396Q7C4,27243,28455
NC_011831.1,3809929,4051669,UniRef50_A0A1Q9NZT8,3948502,3950533	NC_011831.1,3809929,4051669,UniRef50_A0A1Q9NZT8,3948502,3950533
NZ_SNZS01000001.1,443349,544364,UniRef50_A0A140GR79,522310,524632	NZ_SNZS01000001.1,443349,544364,UniRef50_A0A140GR79,522310,524632
ERZ919771.62166,0,58625,UniRef50_A0A1S9CRA5,45256,47734	ERZ919771.62166,0,58625,UniRef50_A0A1S9CRA5,45256,47734
ENA|FWPV01000001|FWPV01000001.1,910477,988040,UniRef50_Q20XX4,935476,937963	ENA|FWPV01000001|FWPV01000001.1,910477,988040,UniRef50_Q20XX4,935476,937963
ENA|PNCY01000046|PNCY01000046.1,0,36542,UniRef50_A0A2H6A4D4,5931,7503	ENA|PNCY01000046|PNCY01000046.1,0,36542,UniRef50_A0A2H6A4D4,5931,7503
